Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
15-APR-2026,24163.8,24280.9,24145.8,24231.3,460334041,38376.84
13-APR-2026,23589.6,23907.4,23555.6,23842.65,488844789,41931.51
10-APR-2026,23880.55,24074.05,23856.35,24050.6,481302436,40109.22
09-APR-2026,23909.05,23990.75,23682.8,23775.1,466587329,40443.59
08-APR-2026,23855.15,24025.15,23828.5,23997.35,639257993,56557.11
07-APR-2026,22838.7,23153.85,22719.3,23123.65,476981883,38940.47
06-APR-2026,22780.3,22998.35,22542.95,22968.25,426416812,35893.16
02-APR-2026,22383.4,22782.3,22182.55,22713.1,495121035,38669.56
01-APR-2026,22899,22941.3,22618.6,22679.4,517954448,41192.2
30-MAR-2026,22549.65,22714.1,22283.85,22331.4,698599891,53093.7
27-MAR-2026,23173.55,23186.1,22804.55,22819.6,612556883,47239.2
25-MAR-2026,23064.4,23465.35,23063.2,23306.45,505418973,40733.98
24-MAR-2026,22878.45,23057.3,22624.2,22912.4,538098322,43385.04
23-MAR-2026,22824.35,22851.7,22471.25,22512.65,550275334,41002.59
20-MAR-2026,23110.15,23345.15,23067.6,23114.5,663289390,50308.33
19-MAR-2026,23197.75,23378.7,22930.35,23002.15,550147401,42000.27
18-MAR-2026,23632.9,23862.25,23618.45,23777.8,382876401,28805.6
17-MAR-2026,23493.2,23656.8,23346.6,23581.15,458788167,34495.73
16-MAR-2026,23116.1,23502,22955.25,23408.8,540293230,44710.21
13-MAR-2026,23462.5,23492.4,23112,23151.1,519776752,40786.7
12-MAR-2026,23674.85,23833.15,23556.3,23639.15,501004098,40147.62
11-MAR-2026,24231.85,24299,23834.3,23866.85,407400643,32549.4
10-MAR-2026,24280.8,24303.8,24079.95,24261.6,444283436,36657.53
09-MAR-2026,23868.05,24078.15,23697.8,24028.05,526901605,40569.31
06-MAR-2026,24656.4,24700.8,24415.75,24450.45,433408256,35453.32
05-MAR-2026,24615.95,24854.2,24529.4,24765.9,504339053,40011.88
04-MAR-2026,24388.8,24602.45,24305.4,24480.5,598993881,47700.19
02-MAR-2026,24659.25,24989.35,24603.5,24865.7,519228821,41306.37
27-FEB-2026,25459.85,25476.4,25141.3,25178.65,438924282,38634.68
26-FEB-2026,25556.3,25572.95,25400.95,25496.55,405219244,33155.5
25-FEB-2026,25512.6,25652.6,25428.2,25482.5,414215742,31084.17
24-FEB-2026,25641.8,25641.8,25327.6,25424.65,439068188,36735.38
23-FEB-2026,25678.4,25771.45,25609.35,25713,399135843,25494.64
20-FEB-2026,25406.55,25663.55,25379.75,25571.25,309373691,24024.7
19-FEB-2026,25873.35,25885.3,25388.75,25454.35,333658812,24756.87
18-FEB-2026,25752.65,25828.05,25645.15,25819.35,400807585,22228.22
17-FEB-2026,25637.95,25764.4,25570.3,25725.4,378436265,27818.81
16-FEB-2026,25423.6,25697,25372.7,25682.75,325487729,22205.92
13-FEB-2026,25571.15,25630.35,25444.3,25471.1,453523192,40137.15
12-FEB-2026,25906.7,25906.7,25752.4,25807.2,419388014,38977.68
11-FEB-2026,25997.45,26009.4,25899.8,25953.85,331389240,31456.05
10-FEB-2026,25922.65,25989.45,25870.45,25935.15,460878237,32795.1
09-FEB-2026,25888.7,25922.25,25780.9,25867.3,359386006,28449.55
06-FEB-2026,25605.8,25703.95,25491.9,25693.7,375476124,29777.45
05-FEB-2026,25755.9,25757.65,25579.5,25642.8,343812628,28582.32
04-FEB-2026,25675.05,25818.55,25563.95,25776,429788986,36899.12
03-FEB-2026,26308.05,26341.2,25641.3,25727.55,637263148,52338.39
02-FEB-2026,24796.5,25108.1,24679.4,25088.4,449215604,34038.26
01-FEB-2026,25333.75,25440.9,24571.75,24825.45,379370206,25572.6
30-JAN-2026,25247.55,25370.7,25213.65,25320.65,508388604,40772.08
29-JAN-2026,25345,25458.15,25159.8,25418.9,582389331,44306.95
28-JAN-2026,25258.85,25372.1,25187.65,25342.75,574903942,42364.52
27-JAN-2026,25063.35,25246.65,24932.55,25175.4,618696080,50989.25
23-JAN-2026,25344.6,25347.95,25025.3,25048.65,393944908,31844.65
22-JAN-2026,25344.15,25435.75,25168.5,25289.9,486395433,34583.24
21-JAN-2026,25141,25300.95,24919.8,25157.5,395624981,30984.61
20-JAN-2026,25580.3,25585,25171.35,25232.5,409772324,31020.36
19-JAN-2026,25653.1,25653.3,25494.35,25585.5,443087953,33632.38
16-JAN-2026,25696.05,25873.5,25662.4,25694.35,434041776,37156.05
14-JAN-2026,25648.55,25791.75,25603.95,25665.6,393126596,28944.88
13-JAN-2026,25897.35,25899.8,25603.3,25732.3,339536336,31434.03
12-JAN-2026,25669.05,25813.15,25473.4,25790.25,275757268,23874.45
09-JAN-2026,25840.4,25940.6,25623,25683.3,348757262,27486.64
08-JAN-2026,26106.5,26133.2,25858.45,25876.85,328520950,27556.32
07-JAN-2026,26143.1,26187.15,26067.9,26140.75,338216740,30232.63
06-JAN-2026,26189.7,26273.95,26124.75,26178.7,383040203,34567.52
05-JAN-2026,26333.7,26373.2,26210.05,26250.3,338777649,25742.83
02-JAN-2026,26155.1,26340,26118.4,26328.55,357547806,23770.13
01-JAN-2026,26173.3,26197.55,26113.4,26146.55,425631910,23454.66
31-DEC-2025,25971.05,26187.95,25969,26129.6,246314941,20703.99
30-DEC-2025,25940.9,25976.75,25878,25938.85,396893959,39492.31
29-DEC-2025,26063.35,26106.8,25920.3,25942.1,234312888,18184.45
26-DEC-2025,26121.25,26144.2,26008.6,26042.3,142243763,12263.06
24-DEC-2025,26170.65,26236.4,26123,26142.1,188846828,17474.44
23-DEC-2025,26205.2,26233.55,26119.05,26177.15,216553840,19670.5
22-DEC-2025,26055.85,26180.7,26047.8,26172.4,252990050,25333.26
19-DEC-2025,25911.5,25993.35,25880.45,25966.4,382927284,36600.58
18-DEC-2025,25764.7,25902.35,25726.3,25815.55,197553755,20046.07
17-DEC-2025,25902.4,25929.15,25770.35,25818.55,206521258,19787.57
16-DEC-2025,25951.5,25980.75,25834.35,25860.1,264351195,23554.69
15-DEC-2025,25930.05,26047.15,25904.75,26027.3,181557703,17444.03
12-DEC-2025,25971.2,26057.6,25938.45,26046.95,216344338,19484.07
11-DEC-2025,25771.4,25922.8,25693.25,25898.55,206099631,20145.19
10-DEC-2025,25864.05,25947.65,25734.55,25758,207944446,21975.7
09-DEC-2025,25867.1,25923.65,25728,25839.65,275978160,29894.41
08-DEC-2025,26159.8,26178.7,25892.25,25960.55,320729920,31677.57
05-DEC-2025,25999.8,26202.6,25985.35,26186.45,249254405,27491.07
04-DEC-2025,25981.85,26098.25,25938.95,26033.75,248099545,26377.76
03-DEC-2025,26004.9,26066.45,25891,25986,265660108,25320.85
02-DEC-2025,26087.95,26154.6,25997.85,26032.2,254803113,26298.82
01-DEC-2025,26325.8,26325.8,26124.2,26175.75,213828573,21734.75
28-NOV-2025,26237.45,26280.75,26172.4,26202.95,202511545,20525.36
27-NOV-2025,26261.25,26310.45,26141.9,26215.55,240287057,25306.47
26-NOV-2025,25842.95,26215.15,25842.95,26205.3,275265169,31666.03
25-NOV-2025,25998.5,26032.6,25857.5,25884.8,260454909,25320.15
24-NOV-2025,26122.8,26142.8,25912.15,25959.5,464655063,44895.45
21-NOV-2025,26109.55,26179.2,26052.2,26068.15,235581427,24720.07
20-NOV-2025,26132.1,26246.65,26063.2,26192.15,240425729,25000.17
19-NOV-2025,25918.1,26074.65,25856.2,26052.65,250110008,24496.86
18-NOV-2025,26021.8,26029.85,25876.5,25910.05,280000989,26059.6
17-NOV-2025,25948.2,26024.2,25906.35,26013.45,264610565,23384.35
14-NOV-2025,25767.9,25940.2,25740.8,25910.05,518943416,33121.81
13-NOV-2025,25906.1,26010.7,25808.4,25879.15,385170023,30145.74
12-NOV-2025,25834.3,25934.55,25781.15,25875.8,343864299,30633.19
11-NOV-2025,25617,25715.8,25449.25,25694.95,297714069,28285.51
10-NOV-2025,25503.5,25653.45,25503.5,25574.35,243592948,25023.65
07-NOV-2025,25433.8,25551.25,25318.45,25492.3,305606393,35487
06-NOV-2025,25593.35,25679.15,25491.55,25509.7,371852417,36129.62
04-NOV-2025,25744.75,25787.4,25578.4,25597.65,305143084,29307.41
03-NOV-2025,25696.85,25803.1,25645.5,25763.35,275858501,23949.88
31-OCT-2025,25863.8,25953.75,25711.2,25722.1,334384400,28788.4
30-OCT-2025,25984.4,26032.05,25845.25,25877.85,257373001,24180.46
29-OCT-2025,25982,26097.85,25960.3,26053.9,321880610,26309.32
28-OCT-2025,25939.95,26041.7,25810.05,25936.2,395231207,37023.32
27-OCT-2025,25843.2,26005.95,25827,25966.05,266337274,23989.06
24-OCT-2025,25935.1,25944.15,25718.2,25795.15,284913477,23527.98
23-OCT-2025,26057.2,26104.2,25862.45,25891.4,448404894,41777.68
21-OCT-2025,25901.2,25934.35,25825.8,25868.6,42477128,3831.1
20-OCT-2025,25824.6,25926.2,25788.5,25843.15,301133193,29637.12
17-OCT-2025,25546.85,25781.5,25508.6,25709.85,422055809,35106.96
16-OCT-2025,25394.9,25625.4,25376.85,25585.3,372777021,32008.64
15-OCT-2025,25181.95,25365.15,25159.35,25323.55,289930172,25202.02
14-OCT-2025,25277.55,25310.35,25060.55,25145.5,292129083,24151.97
13-OCT-2025,25177.3,25267.3,25152.3,25227.35,234285202,20806.83
10-OCT-2025,25167.65,25330.75,25156.85,25285.35,232943306,21749.23
09-OCT-2025,25074.3,25199.25,25024.3,25181.8,286253252,22617.86
08-OCT-2025,25079.75,25192.5,25008.5,25046.15,225967495,21701.19
07-OCT-2025,25085.3,25220.9,25076.3,25108.3,286833765,26176.23
06-OCT-2025,24916.55,25095.95,24881.65,25077.65,271953070,25160.76
03-OCT-2025,24759.55,24904.8,24747.55,24894.25,366929642,31409.06
01-OCT-2025,24620.55,24867.95,24605.95,24836.3,308135228,29041.17
30-SEP-2025,24691.95,24731.8,24587.7,24611.1,304924720,29285.11
29-SEP-2025,24728.55,24791.3,24606.2,24634.9,394388242,40004.93
26-SEP-2025,24818.55,24868.6,24629.45,24654.7,291537949,29987.93
25-SEP-2025,25034.5,25092.7,24878.3,24890.85,342534768,32715.91
24-SEP-2025,25108.75,25149.85,25027.45,25056.9,244382281,22310.05
23-SEP-2025,25209,25261.9,25084.65,25169.5,299204338,31435.17
22-SEP-2025,25238.1,25331.7,25151.05,25202.35,254509892,25277.82
19-SEP-2025,25410.2,25431.4,25286.3,25327.05,380362832,38805.58
18-SEP-2025,25441.05,25448.55,25329.75,25423.6,272193683,24198.11
17-SEP-2025,25276.6,25346.5,25275.35,25330.25,268936695,23484.12
16-SEP-2025,25073.6,25261.4,25070.45,25239.1,240122320,22642.86
15-SEP-2025,25118.9,25138.45,25048.75,25069.2,185375759,17115.6
12-SEP-2025,25074.45,25139.45,25038.05,25114,225739766,21335.67
11-SEP-2025,24945.5,25037.3,24940.15,25005.5,224570983,21316.72
10-SEP-2025,24991,25035.7,24915.05,24973.1,244146466,22458.98
09-SEP-2025,24864.1,24891.8,24814,24868.6,226919775,22356.88
08-SEP-2025,24802.6,24885.5,24751.55,24773.15,213228202,20122.88
05-SEP-2025,24818.85,24832.35,24621.6,24741,210071924,18530.24
04-SEP-2025,24980.75,24980.75,24708.2,24734.3,314094160,30252.19
03-SEP-2025,24616.5,24737.05,24533.2,24715.05,340283328,23533.08
02-SEP-2025,24653,24756.1,24522.35,24579.6,271558516,22051.8
01-SEP-2025,24432.7,24635.6,24432.7,24625.05,229327424,20704.88
29-AUG-2025,24466.7,24572.45,24404.7,24426.85,325543583,26796.69
28-AUG-2025,24695.8,24702.65,24481.6,24500.9,326601486,29371.67
26-AUG-2025,24899.5,24919.65,24689.6,24712.05,750473927,47068.2
25-AUG-2025,24949.15,25021.55,24894.35,24967.75,213032133,19871.25
22-AUG-2025,25064.15,25084.85,24859.15,24870.1,210165384,19655.78
21-AUG-2025,25142,25153.65,25054.9,25083.75,226542052,21865.07
20-AUG-2025,24965.8,25088.7,24929.7,25050.55,287054119,25330.45
19-AUG-2025,24891.35,25012.65,24873.95,24980.65,252340828,24781.97
18-AUG-2025,24938.2,25022,24852.85,24876.95,363071305,37637.67
14-AUG-2025,24607.25,24673.65,24596.9,24631.3,270162203,22375.44
13-AUG-2025,24586.2,24664.55,24535.25,24619.35,236006791,22843.14
12-AUG-2025,24563.35,24702.6,24465.65,24487.4,237002462,22258.29
11-AUG-2025,24371.5,24600.85,24347.45,24585.05,241145497,21081.61
08-AUG-2025,24544.25,24585.5,24337.5,24363.3,312630157,38135.74
07-AUG-2025,24464.2,24634.2,24344.15,24596.15,616739190,35574.59
06-AUG-2025,24641.35,24671.4,24539.2,24574.2,225091071,20559.22
05-AUG-2025,24720.25,24733.1,24590.3,24649.55,251849778,23815.36
04-AUG-2025,24596.05,24736.25,24554,24722.75,259329477,20372.68
01-AUG-2025,24734.9,24784.15,24535.05,24565.35,263357194,24972.45
31-JUL-2025,24642.25,24956.5,24635,24768.35,346303628,30477.71
30-JUL-2025,24890.4,24902.3,24771.95,24855.05,243886726,23525.25
29-JUL-2025,24609.65,24847.15,24598.6,24821.1,284657235,25954.42
28-JUL-2025,24782.45,24889.2,24646.6,24680.9,262142969,24976.54
25-JUL-2025,25010.35,25010.35,24806.35,24837,278136104,25273.64
24-JUL-2025,25243.3,25246.25,25018.7,25062.1,338728860,27433.34
23-JUL-2025,25139.35,25233.5,25085.5,25219.9,271539651,23042.49
22-JUL-2025,25166.65,25182,25035.55,25060.9,483725120,31248.06
21-JUL-2025,24999,25111.4,24882.3,25090.7,305216414,26062.25
18-JUL-2025,25108.55,25144.6,24918.65,24968.4,316979826,26330.8
17-JUL-2025,25230.75,25238.35,25101,25111.45,243412540,24715.35
16-JUL-2025,25196.6,25255.3,25121.05,25212.05,228815928,22254.54
15-JUL-2025,25089.5,25245.2,25088.45,25195.8,241340130,23282.7
14-JUL-2025,25149.5,25151.1,25001.95,25082.3,259533624,23316.33
11-JUL-2025,25255.5,25322.45,25129,25149.85,249987681,26251.65
10-JUL-2025,25511.65,25524.05,25340.45,25355.25,219609322,21435.36
09-JUL-2025,25514.6,25548.7,25424.35,25476.1,239081546,20549.5
08-JUL-2025,25427.85,25548.05,25424.15,25522.5,210410530,21947.32
07-JUL-2025,25450.45,25489.8,25407.25,25461.3,196051345,16923.26
04-JUL-2025,25428.85,25470.25,25331.65,25461,193511595,19101.33
03-JUL-2025,25505.1,25587.5,25384.35,25405.3,293428797,24531.7
02-JUL-2025,25588.3,25608.1,25378.75,25453.4,309828013,26681.66
01-JUL-2025,25551.35,25593.4,25501.8,25541.8,260669106,23921.02
30-JUN-2025,25661.65,25669.35,25473.3,25517.05,270981274,24673.48
27-JUN-2025,25576.65,25654.2,25523.55,25637.8,563957748,47108.6
26-JUN-2025,25268.95,25565.3,25259.9,25549,428891818,38689.39
25-JUN-2025,25150.35,25266.8,25125.05,25244.75,260582584,22985.17
24-JUN-2025,25179.9,25317.7,24999.7,25044.35,450185468,35508.9
